,AB1_count,AB1_25%,AB1_50%,AB1_75%,AB1_mean,AB2_count,AB2_25%,AB2_50%,AB2_75%,AB2_mean,AF1_count,AF1_25%,AF1_50%,AF1_75%,AF1_mean,AF2_count,AF2_25%,AF2_50%,AF2_75%,AF2_mean,BC_count,BC_25%,BC_50%,BC_75%,BC_mean,CFI_count,CFI_25%,CFI_50%,CFI_75%,CFI_mean,CFR_count,CFR_25%,CFR_50%,CFR_75%,CFR_mean,FM_count,FM_25%,FM_50%,FM_75%,FM_mean,HI_count,HI_25%,HI_50%,HI_75%,HI_mean,HR_count,HR_25%,HR_50%,HR_75%,HR_mean,OT1_count,OT1_25%,OT1_50%,OT1_75%,OT1_mean,RT_count,RT_25%,RT_50%,RT_75%,RT_mean,SL1_count,SL1_25%,SL1_50%,SL1_75%,SL1_mean,SL2_count,SL2_25%,SL2_50%,SL2_75%,SL2_mean,tl_mean,tl_25%,tl_50%,tl_75%,pc_count,pc_mean,pc_25%,pc_50%,pc_75%,totalbal_mean,totalbal_25%,totalbal_50%,totalbal_75%,AB1_perc,AB2_perc,AF1_perc,AF2_perc,BC_perc,CFI_perc,CFR_perc,FM_perc,HI_perc,HR_perc,OT1_perc,RT_perc,SL1_perc,SL2_perc,AB1_tl,AB2_tl,AF1_tl,AF2_tl,BC_tl,CFI_tl,CFR_tl,FM_tl,HI_tl,HR_tl,OT1_tl,RT_tl,SL1_tl,SL2_tl
balance,19684.0,3557.5,7399.5,12795.25,10128.333570412518,483104.0,6243.0,13581.0,23503.0,17113.2467087832,120223.0,2075.0,5907.0,10878.0,7761.429560067541,465397.0,6366.0,12991.0,21353.0,15611.097985161055,1776371.0,279.0,1555.0,5380.0,4822.599020137122,167998.0,712.0,2542.0,6104.0,4208.753598257122,496747.0,0.0,0.0,919.0,872.1509520943257,695845.0,79112.0,146748.0,249744.0,197915.88715159267,59434.0,9704.75,21663.0,39365.5,34796.4646666891,157921.0,0.0,19502.0,50490.0,43286.422584710075,395933.0,0.0,996.0,7675.0,8670.013668979347,1290936.0,0.0,0.0,519.0,709.7026134525646,135167.0,8373.0,19109.0,40846.5,34410.03108007132,341347.0,5584.0,15224.0,36850.0,30599.20138744445,6.2098846761045,2.0,5.0,9.0,2243594.0,2.944430676851516,2.0,3.0,4.0,85773.09902326357,2112.0,19428.0,104214.0,0.008773423355562549,0.21532594578163428,0.05358500691301546,0.20743369789721314,0.7917524293611055,0.0748789665153321,0.22140681424535813,0.31014746874880217,0.026490532600818153,0.07038751217911975,0.17647265949186886,0.575387525550523,0.0602457485623513,0.15214294564881167,21630,595134,151995,553015,5040102,254721,697232,794039,63402,165625,523126,3314056,542003,1216380
balance,19752.0,3517.5,7342.5,12723.5,10059.95159983799,485044.0,6276.0,13614.0,23567.0,17160.426093302875,120733.0,2024.0,5915.0,10909.0,7764.285290682747,467146.0,6380.0,13008.0,21409.0,15648.895921189522,1781601.0,289.0,1573.0,5424.0,4853.039072160377,168403.0,736.0,2570.0,6120.5,4226.947851285309,498404.0,0.0,0.0,925.0,875.4420389884511,696487.0,79514.0,147414.0,250544.0,198715.6706930639,59373.0,9516.0,21535.0,39034.0,34599.91448975123,157380.0,0.0,19340.5,50264.5,42908.34560935316,397561.0,0.0,1000.0,7739.0,8753.136356433351,1276766.0,0.0,0.0,532.0,716.4128892843324,141344.0,8294.75,18769.0,40299.0,34017.8187047204,339743.0,5603.0,15231.0,36945.0,30704.4160409486,6.171786262424234,2.0,5.0,8.0,2245913.0,2.9430066970537148,2.0,3.0,4.0,86115.9109823043,2181.0,19583.0,104702.0,0.008794641644622922,0.2159674039021102,0.0537567572742132,0.20799826173142058,0.7932635859002553,0.07498197837583201,0.22191598695051856,0.3101130809608386,0.026436019560864558,0.07007395210767292,0.17701531626558997,0.5684841754778569,0.06293387143669411,0.15127166546522505,21586,597908,152717,555157,5061099,253724,699607,795060,63272,164978,525551,3188831,573998,1207807
balance,20007.0,3420.0,7262.0,12659.0,10008.76963062928,485903.0,6332.0,13658.0,23633.0,17234.31517813226,121131.0,1948.0,5897.0,10919.0,7741.530937579975,465968.0,6353.0,13016.0,21430.0,15656.71937987158,1787146.0,283.0,1545.0,5368.0,4835.413078170446,172213.0,747.0,2634.0,6287.0,4323.668741616487,501174.0,0.0,0.0,933.0,880.7070777813693,696615.0,79698.5,147833.0,251274.0,199402.95110498625,59798.0,9631.5,21609.5,38860.0,34623.65749690625,157071.0,0.0,19390.0,50307.0,42860.442252229885,396584.0,0.0,1008.0,7823.0,8789.724555201421,1268082.0,0.0,0.0,531.0,715.8044077591197,149456.0,7929.0,18265.0,39884.25,33564.03538834172,335278.0,5687.0,15311.0,37111.0,30879.913528474877,6.168168248308942,2.0,5.0,8.0,2248296.0,2.9428625056487223,2.0,3.0,4.0,86335.69548048833,2191.0,19628.0,104842.25,0.00889873931190555,0.21612056419617345,0.05387680269857706,0.20725384913730222,0.7948891071282429,0.07659712066382718,0.22291281930848963,0.30984131982621504,0.026597031707568754,0.06986224233819746,0.1763931439632504,0.5640191505033145,0.06647523279852831,0.14912538206712994,21881,598641,153143,553191,5094344,259192,705110,794668,63747,164611,523668,3140294,611264,1184114
balance,20114.0,3367.5,7198.0,12684.0,9989.7834841404,486854.0,6368.0,13700.0,23692.75,17286.697135075403,121384.0,1907.0,5909.5,10929.0,7754.407055295591,466355.0,6349.0,13017.0,21436.0,15660.959511530915,1790841.0,290.0,1573.0,5421.0,4873.472917472852,173699.0,749.0,2642.0,6310.0,4338.580567533492,507085.0,0.0,0.0,921.0,875.4860762988453,696136.0,80234.75,148469.0,252355.25,200377.3547338451,59924.0,9775.0,21734.0,39014.25,34782.75594085842,156571.0,0.0,19461.0,50273.5,42791.44752221037,396648.0,0.0,1024.0,7858.25,8792.608027772736,1266369.0,0.0,0.0,537.0,714.6585315970306,153207.0,7661.0,17796.0,39145.0,33060.11111111111,334041.0,5725.0,15387.0,37383.0,31083.012435599223,6.169986191286875,2.0,5.0,8.0,2251477.0,2.9443907266207914,2.0,3.0,4.0,86566.18413512551,2230.0,19677.0,104987.0,0.008933691083675295,0.21623760757938013,0.053913053519978216,0.20713291763584527,0.7954071927006139,0.07714891158115317,0.2252232645503374,0.30919081118750047,0.026615417346035515,0.06954146100537559,0.17617235263784617,0.5624614419778661,0.06804733070779759,0.14836527310738684,21971,599376,153216,553633,5116435,262301,715746,795188,63910,164384,523435,3116971,627159,1177857
balance,20287.0,3268.0,7089.0,12599.0,9863.234287967663,487567.0,6359.0,13688.0,23684.0,17288.413908242354,121335.0,1890.0,5926.0,10935.0,7780.874133597066,466045.0,6410.0,13043.0,21493.0,15719.672982222746,1793860.0,320.0,1680.0,5609.0,4991.02455152576,174692.0,771.0,2669.0,6352.0,4366.721452613743,508682.0,0.0,0.0,947.0,888.4817921609178,695641.0,79144.0,147863.0,251821.0,199375.9038584557,59628.0,9974.5,21838.5,39146.5,34947.73267592406,156044.0,0.0,19606.0,50330.0,42893.48486965215,396680.0,0.0,1053.0,7871.0,8795.64410103862,1266122.0,0.0,27.0,601.0,748.7820454900871,147200.0,7336.0,17140.0,38746.0,32703.874945652173,338142.0,5805.0,15645.0,37693.5,31370.461607845224,6.164152610085227,2.0,5.0,8.0,2252800.0,2.9438587535511362,2.0,3.0,4.0,86291.49602006392,2315.0,19618.0,104114.0,0.009005237926136363,0.21642711292613637,0.05385964133522727,0.20687366832386364,0.7962801846590909,0.07754438920454546,0.2257998934659091,0.30878950639204544,0.026468394886363638,0.06926669034090908,0.1760830965909091,0.562021484375,0.06534090909090909,0.1500985440340909,22156,600244,152931,552562,5130749,262620,718750,792770,63563,163939,523798,3104388,600751,1197382
balance,20322.0,3289.25,7089.0,12720.0,9960.142653282157,487805.0,6361.0,13691.0,23696.0,17297.537511915623,121886.0,1804.0,5920.0,10979.75,7807.717350639122,467213.0,6368.0,13000.0,21474.0,15702.827012518916,1797705.0,301.0,1630.0,5596.0,4987.607238673753,176209.0,773.0,2654.0,6368.0,4369.891702466957,510145.0,0.0,0.0,941.0,883.4921032255535,694389.0,81182.0,149614.0,253401.0,201433.57734353511,60208.0,10283.0,22071.5,39633.5,35333.77630879617,155417.0,0.0,19547.0,50303.0,42910.7157968562,395859.0,0.0,1075.0,7863.0,8791.673560535442,1268191.0,0.0,13.0,598.0,752.3344906248349,142646.0,7274.0,17065.0,38844.0,32751.055297730047,339807.0,5853.0,15763.0,37897.0,31552.980871494703,6.166334786390794,2.0,5.0,8.0,2254327.0,2.9444716760257053,2.0,3.0,4.0,86772.33172206162,2250.0,19673.0,105367.0,0.009014663799883513,0.21638608773261378,0.05406757759632919,0.20725165426311268,0.7974464219254793,0.0781647915320182,0.2262959189150465,0.3080249670966102,0.026707749141983393,0.0689416397887263,0.17559963572276782,0.5625585817851625,0.06327653441581456,0.1507354523101573,22179,599568,153779,554358,5144992,266259,721557,792139,64184,162814,523035,3110649,578495,1206927
balance,20401.0,3228.0,7038.0,12721.0,9946.58423606686,488296.0,6358.0,13677.0,23717.25,17300.127312122157,121808.0,1790.75,5926.0,10991.0,7819.446087284908,464747.0,6361.0,12983.0,21454.0,15685.51646594814,1798582.0,274.0,1537.0,5444.0,4901.553829072013,177782.0,765.25,2666.0,6419.0,4396.347183629388,512804.0,0.0,0.0,920.0,873.1354104102152,693170.0,82120.25,150528.0,254405.0,202498.95494611713,60482.0,10223.0,22012.0,39546.5,35198.91948017592,154526.0,0.0,19509.0,50283.75,42827.5279564604,395331.0,0.0,1075.0,7872.0,8804.009371893426,1265433.0,0.0,0.0,557.0,730.7046465518127,143997.0,8067.0,19000.0,40865.0,34480.89473391807,338878.0,5827.0,15779.0,37980.0,31621.873547412342,6.167018452326534,2.0,5.0,8.0,2253266.0,2.945163598083848,2.0,3.0,4.0,87045.77389176423,2168.0,19794.0,105975.75,0.00905396877243965,0.21670588381487138,0.05405842008888431,0.20625483187515367,0.7982111299775526,0.07889969493171245,0.22758254018833107,0.307629014949855,0.026841926341585946,0.06857867646340911,0.1754479941560384,0.5615994738304311,0.0639059036971223,0.15039413899646115,22236,599581,153754,550579,5151376,268004,726758,791460,64596,161614,521918,3094560,584866,1204631
balance,20457.0,3183.0,7039.0,12745.0,9946.470059148458,489007.0,6338.0,13645.0,23668.0,17266.259194653656,121610.0,1750.0,5906.0,10991.0,7803.040276293068,465793.0,6363.0,12967.0,21446.0,15674.966064324712,1799572.0,258.0,1483.0,5319.0,4830.134706474651,178138.0,724.0,2620.0,6370.0,4353.770829357015,512461.0,0.0,0.0,905.0,867.3870596982014,693478.0,80651.0,149528.0,253553.0,201329.0172117933,60429.0,9635.0,21663.0,39067.0,34188.66737824555,153941.0,0.0,19406.0,50136.0,42643.91566249407,394824.0,0.0,1025.0,7868.25,8780.713008834316,1256914.0,0.0,0.0,533.0,717.333756327004,142898.0,8157.0,19107.5,40869.75,34529.20921916332,338610.0,5848.25,15891.0,38259.75,31846.343610643515,6.14698648760813,2.0,5.0,8.0,2252969.0,2.941954372208406,2.0,3.0,4.0,86616.03848477275,2128.0,19634.0,104849.0,0.009080018411260875,0.21705003486510466,0.053977662364639724,0.20674629788514623,0.7987557751571371,0.07906810968104754,0.2274602979446233,0.3078062769616448,0.026821940293008915,0.06832805955164052,0.17524608638645273,0.5578922745941023,0.06342652739562772,0.15029501071696946,22274,600180,153533,552080,5146248,266984,728517,791003,64542,160680,520559,3056694,580002,1205674
balance,20600.0,3126.75,7040.0,12840.0,9952.663446601942,490159.0,6275.0,13594.0,23613.0,17203.49415189765,121902.0,1698.0,5918.0,11041.0,7804.457350986859,467255.0,6356.0,12961.0,21461.0,15681.84203700335,1805125.0,268.0,1523.0,5365.0,4851.7967082612,178673.0,690.0,2587.0,6343.0,4324.168531339375,518960.0,0.0,0.0,872.0,853.0471423616464,696084.0,81851.0,150610.0,254945.5,202759.16222898386,60498.0,10298.75,22075.0,39599.0,34954.47241231115,153698.0,0.0,19129.5,50000.0,42369.37736990722,395918.0,0.0,1003.0,7917.0,8835.730562894336,1248392.0,0.0,0.0,525.0,711.2575745438933,142242.0,8256.0,19353.0,41270.75,34750.73238565262,337590.0,5724.0,15786.0,38291.0,31864.484904766137,6.135685234980277,2.0,5.0,8.0,2255168.0,2.9430605613417713,2.0,3.0,4.0,87239.68704327127,2185.0,19716.0,106139.25,0.009134574452989755,0.21734921744189348,0.054054509464483355,0.2071929896131907,0.8004392577404433,0.0792282437494679,0.23012032806425065,0.308661705025967,0.026826382779464766,0.06815368079007861,0.17556031302324263,0.5535694014813974,0.06307379317194994,0.149696164542952,22499,601645,154526,554475,5173370,267025,741628,798745,65080,160472,521456,2995491,577875,1202714
balance,20691.0,2993.0,6928.0,12771.0,9876.309941520467,492179.0,6257.0,13598.0,23605.0,17194.11696151197,121599.0,1764.0,5994.0,11132.0,7872.670128866192,469048.0,6351.0,12975.0,21476.0,15697.99845005202,1808723.0,273.0,1536.0,5375.0,4859.116570641276,179432.0,693.0,2599.0,6387.0,4353.059610325918,525097.0,0.0,0.0,866.0,851.2149583791186,696448.0,81542.0,150599.0,254606.0,201504.69913762406,61019.0,10310.5,22032.0,39571.5,34943.512283059375,153662.0,0.0,18974.5,49950.75,42099.61570199529,396994.0,0.0,1001.0,7949.0,8897.946573499852,1249476.0,0.0,0.0,526.0,712.0949974229197,140819.0,8319.0,19430.0,41485.0,34906.354639643796,337481.0,5653.0,15688.0,38206.0,31803.7002557181,6.146373015103005,2.0,5.0,8.0,2257233.0,2.9472668528237893,2.0,3.0,4.0,86838.1224654256,2179.0,19644.0,105859.0,0.00916653265303139,0.21804527933093304,0.05387082326015968,0.20779777719003753,0.8013009733598614,0.07949201522394897,0.23262862097089668,0.30854058929671857,0.027032654581959418,0.06807538255908893,0.17587639379718442,0.5535432097616861,0.06238567307849921,0.14951092775978378,22601,604719,153749,557306,5186949,267473,753395,805758,65813,160601,522803,2999774,571782,1201073
balance,20919.0,2923.0,6932.0,12786.5,9892.466896123142,494187.0,6217.0,13592.0,23624.0,17186.997280381718,121664.0,1792.0,6041.5,11203.0,7936.930192990531,471235.0,6344.0,12979.0,21527.0,15742.469767737965,1814611.0,289.0,1591.0,5466.0,4912.605869246908,180631.0,700.0,2623.0,6475.0,4391.042916221468,530886.0,0.0,0.0,874.0,857.5235982866378,699929.0,81402.0,150676.0,255075.0,202568.00010429628,61066.0,10389.25,22061.5,39417.0,34828.04848852062,154049.0,0.0,18763.0,49868.0,41884.06906244117,398665.0,0.0,1006.0,8021.0,8927.766791667189,1248706.0,0.0,0.0,534.0,716.6485337621506,139530.0,8397.0,19570.5,41774.75,35190.335361570986,336939.0,5671.0,15711.0,38334.5,31873.190547843973,6.1576193631105465,2.0,5.0,8.0,2259513.0,2.953298786065847,2.0,3.0,4.0,87502.56058495792,2235.0,19810.0,106504.0,0.009258189707251075,0.2187139441109655,0.05384523125115899,0.20855600299710603,0.8030982782573058,0.07994244777525068,0.23495593962061737,0.30976984863552454,0.02702617776485464,0.06817796578289216,0.1764384626244682,0.5526438661782428,0.061752244842140765,0.14912018651806827,22895,608325,153968,560480,5214574,269421,763435,813879,65821,161391,526184,2989592,567334,1195922
balance,21005.0,2870.0,6926.0,12777.0,9917.817233991907,495095.0,6247.0,13625.0,23687.0,17241.689293973883,121650.0,1817.0,6083.0,11271.75,7970.078092889437,473309.0,6332.0,13000.0,21603.0,15787.496867796724,1819069.0,287.0,1577.0,5429.0,4902.512568792058,182093.0,710.0,2639.0,6506.0,4415.00515670564,529749.0,0.0,0.0,893.0,868.2380693498242,700190.0,81632.0,151124.0,255840.5,203130.14186292293,60705.0,10297.0,21950.0,39201.0,34654.3093649617,153619.0,0.0,18603.0,49739.0,41576.00753813005,399249.0,0.0,1032.0,8125.0,9005.272208571592,1241496.0,0.0,0.0,540.0,719.9100198470232,135913.0,8421.0,19589.0,42183.0,35506.20173199032,338533.0,5721.0,15830.0,38421.0,31949.949476121972,6.143243570770835,2.0,5.0,8.0,2261002.0,2.9507603266162525,2.0,3.0,4.0,87668.93936626328,2210.0,19837.0,106713.75,0.009290128889757727,0.21897150024635095,0.05380357912111533,0.20933594928266316,0.804541083997272,0.08053641703987878,0.2342983332168658,0.3096812829002363,0.026848715746381473,0.06794288549943786,0.17658056030025626,0.5490910667040542,0.06011184421774063,0.14972697945424196,23041,610204,153941,563595,5230788,271736,760318,810949,65450,160937,527411,2957060,553520,1200936
balance,21134.0,2848.5,6937.0,12844.0,9966.890981357055,496221.0,6271.0,13672.0,23752.0,17290.61480872434,121537.0,1852.0,6135.0,11346.0,8002.699342587031,473612.0,6382.0,13055.0,21698.0,15851.248171499034,1822718.0,298.0,1613.0,5505.0,4949.827570693876,182825.0,740.0,2693.0,6605.0,4477.117204977438,531037.0,0.0,0.0,900.0,872.9935390566005,700577.0,81769.0,151423.0,256205.0,203456.9257583392,61631.0,10404.0,22058.0,39027.5,34610.86013532151,153577.0,0.0,18455.0,49600.0,41411.50904757874,400880.0,0.0,1065.0,8230.0,9014.677993414489,1236267.0,0.0,0.0,550.0,725.6633478043174,134417.0,8468.0,19710.0,42556.0,35885.97719038514,337970.0,5706.0,15836.0,38512.0,32033.397035239814,6.133316739166669,2.0,5.0,8.0,2261839.0,2.9508744875298376,2.0,3.0,4.0,87878.03321810262,2253.0,19924.0,107048.0,0.00934372428806825,0.2193882942154592,0.05373370960532558,0.20939244570457932,0.8058566502744006,0.0808302447698532,0.23478107858251626,0.3097377841658933,0.027248181678713648,0.06789917407914534,0.1772363108072679,0.546576038347557,0.05942819095435175,0.14942266005670607,23227,611437,153510,564003,5229091,272728,763083,809788,66441,160841,530163,2936774,548428,1203061
balance,21187.0,2860.0,6982.0,12914.5,10000.766507764196,496986.0,6292.0,13699.0,23800.75,17322.80524199877,121495.0,1881.0,6204.0,11393.0,8050.006905633977,474183.0,6405.0,13083.0,21759.0,15893.945215243904,1826340.0,295.0,1606.0,5502.0,4954.117846622206,183557.0,748.0,2711.0,6642.0,4504.89645178337,535605.0,0.0,0.0,900.0,870.9192781994193,701021.0,81021.0,150902.0,255810.0,202945.98709168483,61887.0,10437.0,22085.0,39006.0,34588.49144408357,153147.0,0.0,18398.0,49499.5,41290.373588774186,401349.0,0.0,1083.0,8295.0,9078.12449514014,1229468.0,0.0,0.0,550.0,726.5431690780077,141593.0,8336.0,19217.0,41886.0,35425.44560818685,336200.0,5785.0,15937.5,38724.0,32240.76769779893,6.131893029267834,2.0,5.0,8.0,2266003.0,2.9496951239693856,2.0,3.0,4.0,87732.71806833442,2266.0,19932.0,106437.0,0.009349943490807382,0.21932274582160746,0.05361643387056416,0.2092596523482096,0.8059742198046517,0.08100474712522446,0.2363655299662004,0.3093645507088914,0.02731108476025848,0.06758464132660019,0.17711759428385576,0.5425712146012164,0.06248579547335109,0.1483669703879474,23265,612537,153209,564481,5244526,274050,769819,807160,66706,160331,530708,2909982,585943,1192171
balance,21356.0,2796.75,6975.5,12967.0,10009.668524068178,497898.0,6285.0,13708.0,23831.75,17346.674310802613,121968.0,1811.0,6214.0,11402.0,8026.736299685163,475648.0,6354.0,13070.0,21802.0,15899.165315527449,1839957.0,292.0,1590.0,5498.0,4972.959751233317,184655.0,760.0,2727.0,6684.0,4527.462830684249,542046.0,0.0,0.0,894.0,865.8467602380609,702577.0,81031.0,151273.0,256430.0,203364.2829042226,61728.0,10545.75,22072.0,38838.0,34553.50427682737,152710.0,0.0,18335.5,49407.75,41157.42646192129,400929.0,0.0,1105.0,8350.0,9127.052400799144,1226851.0,0.0,0.0,516.0,694.934213690171,148700.0,8058.75,18640.0,40898.25,34685.727800941495,332324.0,5865.0,16067.5,38991.0,32497.55846402908,6.195819836529379,2.0,5.0,8.0,2273069.0,2.9516688670691473,2.0,3.0,4.0,87816.9275890877,2238.0,19888.0,106386.0,0.009395227333618117,0.2190421848170909,0.05365785200537247,0.20925365662019058,0.8094593696891735,0.08123598535724169,0.2384643844951473,0.3090874056176913,0.02715623678823652,0.06718229846960211,0.17638223916651893,0.5397332857031617,0.06541816372490232,0.1462005772812,23465,613403,153907,566795,5426668,274819,782068,807328,66140,159672,529617,2882384,618626,1178634
balance,21429.0,2786.0,7007.0,12998.0,10025.743478463764,498626.0,6296.0,13728.0,23881.0,17381.53943637115,122542.0,1803.0,6213.0,11419.0,8042.4665747254,476752.0,6355.0,13088.0,21856.0,15925.787818404537,1847198.0,293.0,1602.0,5526.0,4990.167670168547,186000.0,757.0,2745.0,6751.0,4556.266005376344,543489.0,0.0,0.0,900.0,870.06599949585,702878.0,81356.0,151815.0,257521.75,204360.7169892926,62075.0,10296.5,21909.0,38521.5,34264.4744744261,152384.0,0.0,17508.0,48648.0,40168.67494618858,401366.0,0.0,1136.0,8414.0,9175.547542641878,1226951.0,0.0,0.0,523.0,697.4467920886816,149995.0,7843.0,18186.0,40257.5,34263.045521517386,331654.0,5874.0,16113.0,39255.75,32631.532157007,6.203115316482586,2.0,5.0,9.0,2278356.0,2.9509606927100065,2.0,3.0,4.0,87952.41699497357,2250.0,19870.0,106260.0,0.009405466046570422,0.21885341886869303,0.053785273240880706,0.20925263655021428,0.8107591614304349,0.0816378125279807,0.23854437146784788,0.3085022709357098,0.02724552264878711,0.06688331410894523,0.17616474335002957,0.5385247081667659,0.06583475102222831,0.14556724234491888,23500,614037,154397,568063,5466088,276383,786223,808729,66606,159433,529474,2882248,620838,1176886
balance,21532.0,2657.75,6974.0,12965.75,9980.688695894483,499211.0,6274.0,13704.0,23864.0,17360.695375302228,122500.0,1746.0,6185.0,11368.0,8018.251534693877,478604.0,6319.0,13072.0,21852.0,15919.128047404534,1854335.0,330.0,1723.0,5755.0,5127.78230255051,186780.0,765.0,2751.0,6771.0,4568.586931148945,548410.0,0.0,0.0,922.0,880.4955690085885,703459.0,81664.0,152398.0,258368.5,204997.87452005022,62147.0,10350.5,21865.0,38480.0,34269.9762498592,151677.0,0.0,18005.0,49114.0,40711.203227911945,402216.0,0.0,1117.0,8365.0,9119.879201722457,1232554.0,0.0,26.0,597.0,734.5695255542556,141478.0,7435.0,17405.5,39649.0,33720.07483142256,338253.0,5987.0,16438.0,39700.0,33050.18530212592,6.215453901413696,2.0,5.0,9.0,2285287.0,2.9506823431805285,2.0,3.0,4.0,88112.97141803196,2337.0,19877.0,106268.5,0.009422011327242486,0.21844564818335727,0.0536037705548581,0.20942840002152902,0.8114232479334106,0.08173152868764405,0.23997423518358962,0.30782085576122387,0.027194396152430744,0.06637109474652418,0.17600240144892085,0.5393431984691638,0.06190819796375685,0.14801335674687688,23588,614508,154081,570676,5498008,277760,796352,812024,66744,159701,531780,2907455,582265,1209154
balance,21544.0,2709.75,7089.0,13151.5,10123.363860007426,498956.0,6308.0,13758.0,23916.0,17424.88277122632,122230.0,1736.0,6221.0,11429.0,8059.472535384112,479415.0,6353.0,13117.0,21917.0,15974.961436333866,1858547.0,308.0,1672.0,5711.0,5104.9871421061725,188308.0,784.0,2750.0,6774.0,4870.535250759394,552592.0,0.0,0.0,906.0,872.2404359817008,703183.0,82780.0,153761.0,260131.5,206662.7431237672,62209.0,10473.0,21898.0,38523.0,34381.8683309489,151078.0,0.0,17972.5,49088.0,40634.18399105098,401182.0,0.0,1174.0,8392.0,9113.6304594922,1231876.0,0.0,8.0,583.0,730.9056008884011,138958.0,7437.0,17445.0,39762.25,33835.38429597432,338780.0,5977.75,16485.0,39863.0,33161.50167070075,6.210793549235785,2.0,5.0,9.0,2288163.0,2.9494655756604753,2.0,3.0,4.0,88514.40497246044,2266.0,19884.0,106854.5,0.009415413150199527,0.21805963998194183,0.05341839720334609,0.20951960153188387,0.8122441451942016,0.08229658464016767,0.2415002777337104,0.3073133338839934,0.027187311393462792,0.06602589063803584,0.17532929253728866,0.5383689885729295,0.060729065193345054,0.14805763400596897,23613,613106,153630,571889,5515190,281038,804344,811985,66905,159037,530285,2896653,569408,1214225
balance,21588.0,2729.0,7141.5,13149.25,10173.129377431907,499342.0,6297.25,13767.0,23918.0,17440.414165041195,121672.0,1773.0,6264.0,11449.0,8094.395103228351,478601.0,6397.0,13155.0,21970.0,16023.838479234268,1862925.0,288.0,1584.0,5563.0,5018.761490666559,188981.0,770.0,2725.0,6741.0,4553.397870685413,556592.0,0.0,0.0,891.0,863.2295631270302,703237.0,82927.0,154223.0,260951.0,207260.0851007555,61972.0,10477.0,21900.0,38468.25,34545.003921125666,150128.0,0.0,17926.5,49000.0,40547.82617499734,400445.0,0.0,1166.0,8406.0,9103.553873815381,1228568.0,0.0,0.0,539.0,709.8165311159008,139856.0,8250.0,19415.5,42028.0,35618.42978492163,337719.0,5955.5,16500.0,39908.0,33217.28585007062,6.21347922361182,2.0,5.0,9.0,2288752.0,2.949915936720099,2.0,3.0,4.0,88681.96355481066,2202.0,19969.0,107075.0,0.009432214586814125,0.2181721741805141,0.05316084923137151,0.20911003026977149,0.8139479506735549,0.0825694526973652,0.2431858060637413,0.3072578418282103,0.027076764979342454,0.06559382580550449,0.17496216278565785,0.5367851125853741,0.06110579040455235,0.14755596062832496,23682,612971,152637,570465,5532203,279826,811958,811535,66637,156827,527914,2890938,575990,1207530
balance,21647.0,2572.0,6992.0,12820.0,9900.27407954913,500891.0,6271.0,13749.0,23900.0,17415.05097516226,120540.0,1847.0,6300.0,11473.25,8135.250008296001,477773.0,6336.0,13129.0,21958.0,15995.055277296959,1867139.0,258.0,1491.0,5350.5,4898.317722462013,187049.0,707.0,2662.0,6705.0,4493.569626140744,553022.0,0.0,0.0,873.0,858.4440293514543,703275.0,82385.0,154009.0,261069.5,206953.75849845365,61763.0,9982.0,21646.0,38281.0,34346.32691093373,149603.0,0.0,17808.0,49000.0,40502.386964165154,400809.0,0.0,1112.0,8402.0,9085.277790668373,1208211.0,0.0,0.0,519.0,698.1624095460147,139803.0,8262.0,19457.0,42052.5,35655.42854588242,336969.0,5961.0,16586.0,40115.0,33397.11015256596,6.191993716787248,2.0,5.0,8.0,2285455.0,2.9440500906821616,2.0,3.0,4.0,88590.9409268614,2158.0,19873.0,106796.5,0.009471636938815246,0.21916467399270606,0.05274223294704993,0.20904940154148735,0.8169659870791592,0.08184322159044917,0.24197457399073707,0.307717719228775,0.02702437807788821,0.06545873797558911,0.17537383146900726,0.5286522814931819,0.06117075155712976,0.1474406628001864,23786,614672,150443,569517,5533278,275281,806274,811381,66360,156267,527713,2836496,573955,1206100
balance,21733.0,2596.0,7048.0,12908.0,9930.231353241614,500621.0,6253.0,13727.0,23862.0,17389.737747717336,119692.0,1862.0,6264.0,11431.0,8088.396643050496,475947.0,6423.0,13204.0,22042.0,16106.986351421481,1869084.0,191.0,1287.0,4961.0,4677.607849620455,187675.0,682.0,2636.0,6668.0,4460.71078726522,555365.0,0.0,0.0,825.0,835.7719337732842,703005.0,83101.0,154769.0,262085.0,208105.91389392677,61583.0,9940.0,21536.0,38161.5,34293.31916275596,148974.0,0.0,17873.5,49126.75,40860.181226254244,400735.0,0.0,1085.0,8431.0,9118.396673612238,1194784.0,0.0,0.0,494.0,683.7436532461097,166244.0,8169.75,19297.0,42019.25,35589.05500348885,313956.0,5703.0,16201.0,39404.25,32852.21555568296,6.14011898772939,2.0,5.0,8.0,2285950.0,2.939433495920733,2.0,3.0,4.0,88715.81881230998,1947.0,19763.0,107046.0,0.009507207069270981,0.2189991032174807,0.05235985039042849,0.20820534132417595,0.8176399308821278,0.08209934600494324,0.24294713357684988,0.3075329731621427,0.02693978433474048,0.06516940440517072,0.17530348432817866,0.5226641002646603,0.07272425031168661,0.13734158664887683,23870,613990,148764,566983,5503665,274600,810914,809392,66118,155478,526970,2760620,661741,1112900
